hand_number,datetime,players_count,big_blind,small_blind,limps,raises,postflop_players,pot_preflop,SPR_flop,pot_flop,top_card_flop,paired_flop,connected_flop,top_connected_flop,rainbow_flop,two_tone_flop,monotone_flop,straight_chance_flop,flush_chance_flop,SPR_turn,pot_turn,top_card_turn,paired_turn,trips_turn,connected_turn,top_connected_turn,rainbow_turn,two_tone_turn,monotone_turn,straight_chance_turn,flush_chance_turn,nut_changing_turn,SPR_river,pot_river,top_card_river,paired_river,trips_river,connected_river,top_connected_river,rainbow_river,two_tone_river,monotone_river,straight_chance_river,flush_chance_river,nut_changing_river,player_name,reached_showdown,preflop_raiser,table_vpip,position,3bet_freq,PnL,bet_size_flop,raise_size_flop,bettor_flop,raiser_flop,caller_flop,folder_flop,top_card_hand,bottom_card_hand,paired_hand,connected_hand,draw_count_flop,backdoor_flush_flop,backdoor_straight_flop,nut_blocker_flop,unblocker_flop,trash_flop,bluff_flop,semibluff_flop,bluffcatch_flop,value_flop,nuts_flop,bet_size_turn,raise_size_turn,bettor_turn,raiser_turn,caller_turn,folder_turn,draw_count_turn,nut_blocker_turn,unblocker_turn,trash_turn,bluff_turn,semibluff_turn,bluffcatch_turn,value_turn,nuts_turn,improved_hand_turn,bet_size_river,raise_size_river,bettor_river,raiser_river,caller_river,folder_river,nut_blocker_river,unblocker_river,trash_river,bluff_river,bluffcatch_river,value_river,nuts_river,improved_hand_river
256121779670,2025-05-13 05:48:54,8,2.0,1.0,0,1,2,6.0,16.166666666666668,11.7,9,0,1,9,0,1,0,1,0,8.047008547008549,11.7,9,1,0,1,9,0,1,0,1,0,1,8.047008547008549,28.37,13,1,0,1,9,0,1,0,1,0,1,Artiom888,1,0,0.19402985074626866,1,0.029850746268656716,14.185,0.47500000000000003,0.0,1,0,0,0,13,7,0,0,8,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1
256121779670,2025-05-13 05:48:54,8,2.0,1.0,0,1,2,6.0,16.166666666666668,11.7,9,0,1,9,0,1,0,1,0,8.047008547008549,11.7,9,1,0,1,9,0,1,0,1,0,1,8.047008547008549,28.37,13,1,0,1,9,0,1,0,1,0,1,Tocmihail,1,1,0.20270270270270271,0,0.04054054054054054,-14.185,0.0,0.0,0,0,1,0,12,11,0,1,4,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0.7123931623931625,0.0,1,0,0,0,1,0,0,1,0,0,0,0
256121784378,2025-05-13 05:49:58,8,2.0,1.0,1,1,2,10.5,9.385714285714286,10.5,7,1,1,7,1,0,0,0,0,9.385714285714286,10.5,7,1,0,1,7,0,1,0,0,0,0,9.385714285714286,10.5,7,1,1,1,7,0,1,0,0,0,0,AAnimeLLove,1,1,0.25,0,0.033783783783783786,5.5,0.0,0.0,0,0,0,0,13,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0
256121784378,2025-05-13 05:49:58,8,2.0,1.0,1,1,2,10.5,9.385714285714286,10.5,7,1,1,7,1,0,0,0,0,9.385714285714286,10.5,7,1,0,1,7,0,1,0,0,0,0,9.385714285714286,10.5,7,1,1,1,7,0,1,0,0,0,0,salih2363,0,0,0.4,1,0.0,-5.0,0.0,0.0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
256121788688,2025-05-13 05:50:57,8,2.0,1.0,0,1,1,2.5,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Joker007r,0,1,0.17567567567567569,1,0.08108108108108109,1.5,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256121790388,2025-05-13 05:51:20,8,2.0,1.0,0,1,3,10.5,9.1,10.5,10,0,1,10,0,1,0,1,0,9.1,42.019999999999996,10,0,0,1,10,0,0,1,1,1,1,2.2917658257972398,96.19999999999999,10,1,0,1,10,0,0,1,1,1,1,Joker007r,1,1,0.18666666666666668,0,0.08,50.349999999999994,0.0,0.0,0,0,0,0,14,3,0,0,9,0,1,1,0,0,0,1,0,0,0,1.500952380952381,0.0,1,0,0,0,15,1,0,0,0,0,0,0,1,1,0.6446930033317468,0.0,1,0,0,0,1,0,0,0,0,0,1,0
256121790388,2025-05-13 05:51:20,8,2.0,1.0,0,1,3,10.5,9.1,10.5,10,0,1,10,0,1,0,1,0,9.1,42.019999999999996,10,0,0,1,10,0,0,1,1,1,1,2.2917658257972398,96.19999999999999,10,1,0,1,10,0,0,1,1,1,1,Tocmihail,0,0,0.2077922077922078,1,0.03896103896103896,-45.849999999999994,0.0,0.0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1
256121790388,2025-05-13 05:51:20,8,2.0,1.0,0,1,3,10.5,9.1,10.5,10,0,1,10,0,1,0,1,0,9.1,42.019999999999996,10,0,0,1,10,0,0,1,1,1,1,2.2917658257972398,96.19999999999999,10,1,0,1,10,0,0,1,1,1,1,salih2363,0,0,0.40476190476190477,0,0.0,-3.0,0.0,0.0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
256121793925,2025-05-13 05:52:09,8,2.0,1.0,0,2,2,23.0,4.045217391304348,38.28,13,0,0,0,0,1,0,0,0,2.2309299895506793,38.28,14,0,0,1,14,0,0,1,0,1,1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,JohnTravoIta,0,1,0.1875,0,0.052083333333333336,19.64,0.33217391304347826,0.0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33725182863113895,0.0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256121793925,2025-05-13 05:52:09,8,2.0,1.0,0,2,2,23.0,4.045217391304348,38.28,13,0,0,0,0,1,0,0,0,2.2309299895506793,38.28,14,0,0,1,14,0,0,1,0,1,1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Joker007r,0,0,0.19736842105263158,1,0.07894736842105263,-18.64,0.0,0.0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256121798951,2025-05-13 05:53:18,6,2.0,1.0,0,1,1,2.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,WhatAFuuuuu,0,1,0.30327868852459017,1,0.040983606557377046,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
256121800498,2025-05-13 05:53:39,2,2.0,1.0,0,0,1,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,WhatAFuuuuu,0,0,0.312,1,0.04,0.5,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
